Municipio-poblacion;Fecha casos;Casos;Tasa;riesgo;Variacion diaria de tasa;Tendencia;Fuente de datos:;Link fuente de datos;Mensaje;Nivel;history_available;Alerta;Población;Comunidad
Villa De Mazo;13/07/2021;7;144;ALTO;7,374;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;4843,0;Canarias
Teror;13/07/2021;2;15;BAJO;-1,997;Descendente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;11;;12519,0;Canarias
La Orotava;13/07/2021;17;40;MODERADO;2,294;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;42029,0;Canarias
Tijarafe;13/07/2021;6;236;ALTO;19,747;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;6;1;2532,0;Canarias
La Matanza De Acentejo;13/07/2021;2;22;BAJO;1,971;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;9061,0;Canarias
La Laguna;13/07/2021;353;224;ALTO;3,741;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;157503,0;Canarias
La Guancha;13/07/2021;3;54;MODERADO;7,117;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;17;;5520,0;Canarias
Arafo;13/07/2021;2;36;MODERADO;3,217;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;5551,0;Canarias
La Aldea De San Nicolás;13/07/2021;2;26;BAJO;0,0;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;6;;7504,0;Canarias
Ingenio;13/07/2021;14;44;MODERADO;3,535;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;31321,0;Canarias
Icod De Los Vinos;13/07/2021;14;60;MODERADO;3,993;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;23254,0;Canarias
Las Palmas De Gran Canaria;13/07/2021;930;244;ALTO;17,654;Creciente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;18;;379925,0;Canarias
Yaiza;13/07/2021;1;6;BAJO;-0,0;Descendente;Gobierno de Canarias (Servicio Canario de Salud);https://datos.canarias.es/catalogos/general/dataset/datos-epidemiologicos-covid-19/resource/3b5b2d84-fe9d-42eb-91eb-54f0cb3cb4cc;* Casos: Casos positivos confirmados mediante test de laboratorio en los últimos 7 días.;Municipio;1;;16571,0;Canarias
Arrolobos;16/11/2020;1;781;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;128,0;Extremadura
Puerto Peña;17/11/2020;1;3448;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;29,0;Extremadura
Casas De Miravete;19/11/2020;1;757;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;132,0;Extremadura
Torre De Don Miguel;21/11/2020;1;206;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;484,0;Extremadura
Campillo De Deleitosa;24/11/2020;1;1265;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;79,0;Extremadura
Pedroso De Acim;24/11/2020;1;1250;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;80,0;Extremadura
La Bazana;25/11/2020;1;291;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;343,0;Extremadura
Ovejuela;26/11/2020;1;1265;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;79,0;Extremadura
Obando;26/11/2020;2;956;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;209,0;Extremadura
Cambrón;28/11/2020;1;4545;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;22,0;Extremadura
Santa Cruz De Paniagua;28/11/2020;1;357;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;280,0;Extremadura
Grimaldo;28/11/2020;2;2597;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;77,0;Extremadura
Azabal;30/11/2020;1;353;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;283,0;Extremadura
Cachorrilla;03/12/2020;2;2439;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;82,0;Extremadura
Erías;23/12/2020;1;1818;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;55,0;Extremadura
El Bronco;23/12/2020;1;2325;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;43,0;Extremadura
Sauceda;23/12/2020;3;4411;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;68,0;Extremadura
Carabusino;28/12/2020;1;2380;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;42,0;Extremadura
Conquista Del Guadiana;29/12/2020;1;819;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;122,0;Extremadura
Ladrillar;29/12/2020;1;980;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;102,0;Extremadura
Casas De Don Gómez;30/12/2020;1;346;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;289,0;Extremadura
Riomalo De Abajo;31/12/2020;2;5128;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;39,0;Extremadura
Acehúche;31/12/2020;1;124;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;801,0;Extremadura
Pago De San Clemente;04/01/2021;2;3703;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;54,0;Extremadura
Mesas De Ibor;04/01/2021;1;617;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;162,0;Extremadura
Cabezo;05/01/2021;1;1818;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;55,0;Extremadura
Heras;07/01/2021;1;3703;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;27,0;Extremadura
El Pino;10/01/2021;1;1149;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;87,0;Extremadura
La Guarda;14/01/2021;1;1562;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;64,0;Extremadura
Santa Marta De Magasca;14/01/2021;2;709;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;282,0;Extremadura
Peloche;15/01/2021;3;1442;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;208,0;Extremadura
Mata De Alcántara;16/01/2021;1;327;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;305,0;Extremadura
Villarreal;17/01/2021;1;1388;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;72,0;Extremadura
Descargamaría;17/01/2021;2;1626;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;123,0;Extremadura
Alcazaba;19/01/2021;1;413;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;242,0;Extremadura
Garlitos;20/01/2021;1;170;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;587,0;Extremadura
Retamal De Llerena;21/01/2021;4;902;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;443,0;Extremadura
Aldea De Cortegana;21/01/2021;4;1970;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;203,0;Extremadura
San Jorge De Alor;22/01/2021;1;225;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;443,0;Extremadura
Ruanes;22/01/2021;1;1204;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;83,0;Extremadura
Cerezo;22/01/2021;1;606;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;165,0;Extremadura
Carrascalejo;22/01/2021;2;925;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;216,0;Extremadura
Sancti-Spíritus;22/01/2021;1;598;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;167,0;Extremadura
Villa Del Rey;23/01/2021;1;781;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;128,0;Extremadura
San Pedro De Los Majarretes;24/01/2021;1;1818;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;55,0;Extremadura
Santibáñez El Alto;24/01/2021;1;270;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;370,0;Extremadura
Puerto Hurraco;24/01/2021;1;1000;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;100,0;Extremadura
Helechal;26/01/2021;1;316;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;316,0;Extremadura
Malcocinado;26/01/2021;1;273;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;365,0;Extremadura
Alcorneo;27/01/2021;1;2777;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;36,0;Extremadura
Aldea De Retamal;27/01/2021;2;422;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;473,0;Extremadura
Malpartida De La Serena;28/01/2021;1;179;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;556,0;Extremadura
La Cardenchosa;29/01/2021;1;833;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;120,0;Extremadura
Valdecañas De Tajo;29/01/2021;1;1052;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;95,0;Extremadura
La Aceña De La Borrega;30/01/2021;1;800;CRÍTICO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;125,0;Extremadura
Jaraicejo;30/01/2021;1;215;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;465,0;Extremadura
Entrín Bajo;30/01/2021;2;375;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;532,0;Extremadura
Valdastillas;31/01/2021;1;311;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;321,0;Extremadura
San Gil;31/01/2021;1;390;ALTO;0,0;Ins;Extremadura Salud;https://saludextremadura.ses.es/web/casospositivos?s=08;* Casos: Casos positivos de COVID-19 acumulados los últimos 7 días por municipio.;Municipio;0;;256,0;Extremadura
